"ID","EventID","CallID"
285,158,83228
286,158,83229
287,158,83230
288,158,83231
289,160,83236
290,160,83237
291,160,83240
292,161,83252
293,161,83253
294,161,83254
295,161,83255
296,161,83257
297,161,83258
298,161,83260
299,161,83261
300,161,83262
301,161,83263
302,161,83264
303,161,83266
304,161,83269
305,161,83270
306,162,83317
307,162,83318
308,162,83319
309,163,83321
310,163,83322
311,163,83323
312,163,83324
313,164,83326
314,164,83327
315,164,83328
316,164,83329
317,164,83331
318,165,83334
319,165,83335
320,165,83336
321,165,83337
322,165,83338
323,165,83339
324,165,83340
325,166,83345
326,166,83347
327,166,83348
328,167,83349
329,167,83350
330,167,83351
331,169,83358
332,169,83359
333,170,83360
334,169,83361
335,171,83362
336,171,83363
337,171,83364
338,171,83367
339,172,83370
340,172,83371
341,172,83374
342,172,83375
343,173,83378
344,174,83379
345,174,83380
346,174,83381
347,175,83382
348,175,83383
349,175,83384
350,177,83386
351,177,83387
352,177,83388
353,177,83389
354,178,83396
355,178,83397
356,178,83398
357,178,83400
358,178,83402
359,178,83403
360,179,83408
361,179,83409
362,179,83410
363,180,83413
364,180,83414
365,180,83415
366,181,83417
367,181,83418
368,181,83419
369,181,83420
370,181,83421
371,182,83424
372,182,83425
373,182,83426
374,182,83427
375,182,83429
376,183,83430
377,183,83431
378,183,83432
379,183,83433
380,184,83434
381,184,83435
382,184,83436
383,184,83437
384,184,83438
385,184,83439
386,185,83440
387,185,83441
388,185,83442
389,185,83443
390,186,83462
391,186,83463
392,186,83464
393,187,83470
394,187,83471
395,187,83472
396,187,83473
397,187,83474
398,188,83475
399,188,83476
400,188,83477
401,188,83478
402,188,83479
403,188,83480
404,190,83544
405,190,83545
406,190,83546
407,190,83547
408,190,83548
409,190,83549
410,190,83550
411,192,83558
412,192,83559
413,192,83560
414,192,83562
415,193,83564
416,193,83565
417,193,83566
418,193,83567
419,193,83569
420,193,83572
421,193,83574
422,193,83575
423,193,83577
424,194,83655
425,195,83662
426,195,83664
427,195,83665
428,196,83670
429,196,83671
430,196,83672
431,196,83673
432,197,83680
433,197,83681
434,197,83682
435,197,83734
436,199,83839
437,199,83840
438,200,83851
439,200,83852
440,200,83854
441,200,83855
442,201,83859
443,201,83860
444,201,83861
445,201,83862
446,201,83863
447,201,83865
448,201,83866
449,202,83901
450,202,83902
451,202,83903
452,202,83904
453,202,83905
454,203,83937
455,203,83938
456,203,83939
457,203,83940
458,204,83964
459,204,83965
460,205,84011
461,205,84012
462,205,84013
463,205,84014
464,206,84067
465,206,84068
466,206,84069
467,206,84070
468,206,84071
469,207,84086
470,207,84089
471,209,84097
472,209,84098
473,210,84103
474,210,84104
475,211,84222
476,211,84224
477,211,84226
478,211,84228
479,213,84231
480,213,84232
481,213,84236
482,213,84237
483,213,84239
484,214,84245
485,214,84248
486,216,84270
487,216,84273
488,217,84303
489,217,84304
490,217,84305
491,218,84316
492,218,84319
493,218,84322
494,219,84334
495,219,84335
496,220,84337
497,220,84338
498,222,84398
499,222,84399
500,222,84400
501,223,84428
502,223,84429
503,223,84430
504,223,84432
505,223,84433
506,224,84438
507,224,84439
508,225,84441
509,225,84442
510,226,84448
511,226,84449
512,227,84453
513,228,84455
514,227,84456
515,227,84457
516,228,84458
517,228,84459
518,228,84461
519,228,84464
520,229,84466
521,229,84467
522,229,84468
523,229,84469
524,230,84473
525,230,84474
526,231,84475
527,231,84476
528,232,84480
529,232,84481
530,232,84482
531,232,84483
532,233,84484
533,233,84485
534,234,84486
535,234,84487
536,233,84488
537,234,84489
538,232,84490
539,232,84491
540,233,84492
541,235,84493
542,235,84494
543,235,84496
544,235,84497
545,236,84498
546,236,84499
547,235,84500
548,236,84501
549,236,84502
550,237,84517
551,237,84518
552,237,84520
553,237,84521
554,238,84523
555,238,84524
556,239,84529
557,239,84530
558,240,84565
559,240,84566
560,240,84567
561,240,84568
562,240,84569
563,242,84578
564,242,84579
565,242,84580
566,242,84581
567,242,84582
568,243,84591
569,243,84592
570,243,84593
571,243,84594
572,244,84595
573,244,84596
574,244,84597
575,244,84598
576,245,84630
577,245,84631
578,245,84633
579,246,84644
580,246,84645
581,246,84646
582,246,84647
583,246,84649
584,247,84675
585,247,84676
586,247,84677
587,248,84679
588,248,84680
589,248,84682
590,248,84683
591,249,84687
592,249,84688
593,249,84689
594,249,84690
595,249,84693
596,250,84694
597,250,84695
598,250,84696
599,250,84697
600,250,84698
601,250,84701
602,250,84703
603,250,84705
604,250,84707
605,251,84710
606,250,84711
607,251,84713
608,251,84714
609,251,84715
610,252,84760
611,252,84761
612,252,84762
613,253,84765
614,253,84766
615,253,84767
616,253,84768
617,253,84769
618,253,84770
619,253,84772
620,253,84773
621,253,84774
622,254,84782
623,254,84783
624,254,84784
625,255,84792
626,255,84793
627,255,84796
628,255,84797
629,256,84815
630,256,84817
631,257,84819
632,257,84820
633,257,84821
634,258,84824
635,258,84825
636,259,84826
637,259,84828
638,259,84829
639,260,84865
640,260,84866
641,260,84867
642,260,84868
643,261,84869
644,261,84870
645,261,84871
646,261,84872
647,262,84875
648,262,84876
649,262,84877
650,263,84878
651,262,84879
652,263,84880
653,264,84882
654,264,84883
655,264,84884
656,264,84885
657,265,84886
658,265,84887
659,264,84888
660,265,84889
661,265,84890
662,266,84891
663,266,84892
664,264,84893
665,266,84894
666,266,84895
667,267,85027
668,267,85028
669,268,85031
670,268,85032
671,269,85036
672,269,85037
673,269,85038
674,269,85039
675,269,85040
676,269,85043
677,269,85044
678,270,85051
679,270,85053
680,271,85061
681,271,85062
682,271,85063
683,271,85064
684,271,85065
685,272,85091
686,272,85092
687,272,85093
688,272,85094
689,273,85118
690,273,85119
691,274,85135
692,274,85136
693,275,85151
694,275,85152
695,276,85155
696,276,85156
697,276,85157
698,276,85159
699,277,85162
700,277,85163
701,278,85164
702,278,85165
703,278,85168
704,279,85171
705,279,85172
706,280,85176
707,280,85177
708,281,85178
709,281,85179
710,281,85180
711,281,85181
712,281,85182
713,283,85199
714,283,85200
715,283,85201
716,283,85202
717,284,85203
718,284,85204
719,284,85205
720,284,85206
721,287,85219
722,287,85220
723,287,85222
724,287,85223
725,289,85227
726,289,85228
727,289,85229
728,290,85234
729,290,85235
730,291,85253
731,291,85254
732,291,85255
733,291,85256
734,291,85258
735,291,85262
736,291,85264
737,292,85266
738,292,85267
739,293,85268
740,293,85269
741,292,85270
742,293,85272
743,294,85273
744,294,85275
745,294,85276
746,294,85277
747,297,85288
748,297,85289
749,297,85290
750,297,85291
751,297,85292
752,298,85299
753,298,85300
754,301,85323
755,301,85324
756,302,85385
757,302,85386
758,302,85387
759,302,85388
760,302,85389
761,303,85391
762,303,85392
763,303,85393
764,303,85397
765,304,85400
766,304,85401
767,304,85402
768,304,85403
769,305,85409
770,305,85410
771,305,85411
772,306,85413
773,306,85414
774,306,85415
775,306,85417
776,308,85420
777,308,85421
778,309,85432
779,309,85451
780,310,85469
781,310,85470
782,310,85471
783,310,85472
784,311,85474
785,311,85475
786,311,85476
787,311,85478
788,312,85479
789,312,85480
790,312,85481
791,312,85483
792,313,85484
793,313,85485
794,313,85486
795,313,85489
796,316,85493
797,316,85494
798,316,85496
799,317,85497
800,317,85498
801,317,85499
802,318,85501
803,318,85502
804,318,85503
805,318,85504
806,320,85541
807,320,85542
808,320,85543
809,321,85548
810,321,85549
811,321,85550
812,322,85557
813,323,85648
814,323,85649
815,323,85650
816,323,85652
817,323,85653
818,324,85657
819,324,85659
820,325,85661
821,325,85664
822,325,85665
823,326,85667
824,326,85668
825,326,85669
826,326,85670
827,326,85671
828,326,85672
829,326,85673
830,326,85674
831,327,85676
832,327,85677
833,328,85692
834,328,85693
835,328,85694
836,328,85695
837,328,85696
838,330,85697
839,330,85698
840,328,85699
841,330,85700
842,330,85701
843,330,85702
844,333,85710
845,333,85711
846,333,85712
847,333,85713
848,335,85742
849,335,85743
850,336,85748
851,336,85749
852,336,85751
853,336,85753
854,338,85754
855,336,85755
856,338,85756
857,338,85757
858,339,85758
859,339,85759
860,339,85760
861,339,85761
862,336,85763
863,336,85766
864,340,85768
865,340,85769
866,336,85770
867,341,85773
868,341,85774
869,341,85775
870,341,85776
871,341,85777
872,342,85778
873,342,85779
874,342,85780
875,342,85782
876,342,85783
877,342,85784
878,344,85786
879,345,85787
880,345,85788
881,345,85789
882,344,85790
883,345,85791
884,345,85792
885,346,85797
886,346,85798
887,346,85799
888,346,85800
889,346,85801
890,347,85830
891,347,85831
892,348,85832
893,348,85833
894,348,85835
895,348,85836
896,350,85839
897,350,85840
898,350,85842
899,350,85843
900,350,85844
901,352,85850
902,352,85851
903,352,85852
904,353,85853
905,353,85854
906,353,85855
907,353,85859
908,354,85860
909,354,85861
910,354,85862
911,353,85864
912,354,85866
913,355,85867
914,355,85868
915,355,85869
916,355,85870
917,355,85871
918,355,85872
919,355,85873
920,355,85874
921,355,85875
922,355,85876
923,355,85881
924,355,85887
925,355,85889
926,356,85897
927,356,85898
928,356,85899
929,356,85900
930,356,85901
931,358,85902
932,358,85903
933,358,85904
934,358,85905
935,358,85906
936,359,85914
937,359,85915
938,359,85916
939,359,85917
940,360,85945
941,360,85946
942,362,85951
943,362,85952
944,362,85953
945,362,85960
946,363,85966
947,362,85969
948,364,85970
949,364,85971
950,362,85973
951,365,85975
952,365,85976
953,365,85977
954,365,85983
955,362,85987
956,366,85995
957,366,85996
958,368,86052
959,368,86053
960,368,86054
961,368,86055
962,369,86056
963,369,86057
964,370,86059
965,369,86060
966,370,86061
967,370,86062
968,372,86066
969,372,86068
970,375,86128
971,375,86129
972,376,86131
973,376,86132
974,377,86142
975,377,86143
976,377,86144
977,377,86145
978,377,86146
979,377,86147
980,377,86149
981,377,86150
982,377,86152
983,377,86153
984,377,86154
985,377,86155
986,378,86163
987,378,86164
988,378,86165
989,379,86166
990,379,86167
991,378,86168
992,379,86169
993,380,86170
994,380,86171
995,379,86172
996,380,86174
997,381,86175
998,381,86176
999,381,86177
1000,381,86178
1001,382,86179
1002,382,86180
1003,381,86181
1004,382,86182
1005,381,86183
1006,383,86185
1007,383,86186
1008,381,86189
1009,384,86191
1010,384,86192
1011,381,86193
1012,385,86194
1013,386,86195
1014,386,86196
1015,384,86197
1016,387,86198
1017,387,86199
1018,381,86200
1019,385,86201
1020,387,86202
1021,386,86203
1022,384,86204
1023,385,86205
1024,385,86206
1025,385,86207
1026,385,86208
1027,381,86209
1028,385,86210
1029,381,86211
1030,388,86214
1031,388,86215
1032,388,86216
1033,388,86217
1034,388,86218
1035,389,86226
1036,389,86227
1037,389,86229
1038,390,86237
1039,390,86238
1040,390,86239
1041,390,86240
1042,391,86249
1043,391,86250
1044,391,86251
1045,391,86252
1046,391,86253
1047,391,86254
1048,392,86260
1049,392,86261
1050,392,86262
1051,393,86266
1052,393,86267
1053,393,86268
1054,393,86269
1055,393,86270
1056,394,86272
1057,394,86273
1058,395,86276
1059,395,86277
1060,397,86350
1061,397,86351
1062,397,86352
1063,397,86354
1064,398,86392
1065,398,86393
1066,398,86394
1067,398,86395
1068,398,86396
1069,398,86398
1070,399,86399
1071,399,86400
1072,399,86401
1073,399,86402
1074,400,86405
1075,400,86406
1076,401,86429
1077,401,86430
1078,402,86437
1079,402,86438
1080,403,86442
1081,403,86443
1082,403,86444
1083,404,86473
1084,404,86474
1085,405,86507
1086,405,86508
1087,405,86509
1088,406,86513
1089,406,86514
1090,406,86515
1091,408,86530
1092,408,86534
1093,408,86535
1094,409,86549
1095,409,86550
1096,410,86576
1097,410,86577
1098,410,86579
1099,410,86580
1100,410,86582
1101,410,86586
1102,410,86587
1103,411,86596
1104,411,86597
1105,411,86598
1106,411,86599
1107,411,86600
1108,412,86605
1109,412,86606
1110,412,86608
1111,412,86609
1112,413,86611
1113,414,86612
1114,414,86613
1115,412,86615
1116,414,86616
1117,414,86617
1118,415,86619
1119,415,86620
1120,416,86626
1121,416,86628
1122,417,86645
1123,417,86649
1124,417,86651
1125,417,86652
1126,417,86655
1127,418,86687
1128,418,86688
1129,418,86689
1130,418,86692
1131,419,86695
1132,419,86696
1133,419,86697
1134,419,86698
1135,420,86699
1136,420,86700
1137,420,86701
1138,420,86702
1139,421,86703
1140,421,86704
1141,421,86705
1142,421,86706
1143,422,86727
1144,422,86728
1145,422,86729
1146,423,86741
1147,423,86742
1148,423,86743
1149,423,86744
1150,423,86745
1151,423,86746
1152,423,86747
1153,423,86748
1154,423,86749
1155,423,86750
1156,424,86755
1157,424,86756
1158,424,86758
1159,424,86759
1160,425,86783
1161,425,86785
1162,425,86787
1163,425,86790
1164,426,86831
1165,426,86832
1166,427,86849
1167,427,86850
1168,427,86851
1169,428,86855
1170,428,86856
1171,429,86857
1172,429,86858
1173,430,86865
1174,430,86866
1175,430,86867
1176,431,86871
1177,431,86872
1178,431,86873
1179,431,86874
1180,432,86888
1181,432,86889
1182,432,86890
1183,432,86891
1184,433,86927
1185,433,86928
1186,433,86929
1187,433,86935
1188,433,86939
1189,434,86940
1190,434,86941
1191,434,86942
1192,435,86951
1193,435,86952
1194,436,86959
1195,436,86960
1196,437,86962
1197,437,86963
1198,437,86964
1199,438,86973
1200,438,86974
1201,439,86977
1202,439,86978
1203,439,86979
1204,439,86981
1205,440,86985
1206,440,86986
1207,440,86987
1208,440,86988
1209,441,86990
1210,441,86992
1211,441,86994
1212,441,86997
1213,442,87051
1214,443,87052
1215,443,87055
1216,442,87056
1217,442,87059
1218,443,87060
1219,443,87063
1220,442,87064
1221,442,87065
1222,443,87068
1223,443,87071
1224,443,87072
1225,443,87073
1226,443,87074
1227,443,87076
1228,443,87077
1229,443,87078
1230,443,87079
1231,443,87081
1232,443,87083
1233,444,87089
1234,444,87090
1235,445,87123
1236,445,87124
1237,446,87129
1238,447,87130
1239,447,87131
1240,446,87137
1241,448,87144
1242,448,87146
1243,446,87151
1244,449,87157
1245,449,87158
1246,449,87160
1247,449,87161
1248,449,87162
1249,450,87184
1250,450,87185
1251,450,87186
1252,450,87187
1253,451,87199
1254,451,87200
1255,451,87202
1256,451,87204
1257,451,87207
1258,451,87209
1259,451,87210
1260,451,87214
1261,451,87217
1262,451,87219
1263,451,87220
1264,451,87223
1265,451,87224
1266,451,87227
1267,451,87228
1268,451,87229
1269,452,87240
1270,452,87241
1271,453,87267
1272,453,87268
1273,453,87269
1274,453,87270
1275,455,87282
1276,455,87283
1277,456,87286
1278,456,87287
1279,456,87288
1280,456,87290
1281,456,87291
1282,457,87293
1283,457,87294
1284,459,87319
1285,459,87321
1286,461,87324
1287,461,87325
1288,462,87351
1289,462,87352
1290,462,87354
1291,463,87356
1292,463,87360
1293,464,87372
1294,464,87373
1295,465,87386
1296,465,87387
1297,465,87388
1298,465,87389
1299,466,87392
1300,466,87393
1301,466,87394
1302,466,87395
1303,466,87396
1304,467,87398
1305,467,87399
1306,468,87400
1307,468,87401
1308,468,87402
1309,467,87403
1310,470,87405
1311,470,87406
1312,471,87409
1313,472,87412
1314,473,87413
1315,473,87414
1316,471,87415
1317,472,87416
1318,473,87417
1319,473,87418
1320,473,87419
1321,473,87420
1322,473,87421
1323,472,87422
1324,471,87423
1325,473,87424
1326,472,87425
1327,471,87426
1328,474,87431
1329,474,87432
1330,474,87433
1331,475,87444
1332,476,87445
1333,480,87446
1334,476,87447
1335,480,87448
1336,481,87449
1337,476,87450
1338,480,87451
1339,481,87452
1340,482,87464
1341,483,87473
1342,483,87474
1343,483,87475
1344,483,87476
1345,485,87483
1346,485,87484
1347,485,87485
1348,485,87487
1349,485,87488
1350,485,87489
1351,485,87490
1352,486,87492
1353,486,87493
1354,486,87497
1355,487,87498
1356,487,87499
1357,487,87502
1358,488,87506
1359,488,87507
1360,489,87508
1361,489,87509
1362,488,87510
1363,489,87511
1364,488,87512
1365,489,87513
1366,490,87517
1367,490,87518
1368,491,87551
1369,491,87554
1370,491,87555
1371,491,87556
1372,492,87582
1373,492,87585
1374,493,87587
1375,493,87588
1376,496,87646
1377,496,87647
1378,497,87649
1379,496,87650
1380,497,87651
1381,498,87653
1382,498,87654
1383,498,87655
1384,498,87657
1385,499,87659
1386,499,87660
1387,500,87668
1388,500,87669
1389,500,87670
1390,500,87671
1391,500,87673
1392,500,87674
1393,501,87689
1394,501,87690
1395,501,87692
1396,501,87694
1397,502,87701
1398,502,87702
1399,503,87712
1400,503,87713
1401,504,87714
1402,504,87715
1403,503,87716
1404,504,87717
1405,505,87723
1406,505,87724
1407,505,87725
1408,505,87726
1409,505,87727
1410,505,87728
1411,506,87730
1412,506,87731
1413,506,87732
1414,506,87733
1415,507,87734
1416,507,87735
1417,508,87736
1418,508,87737
1419,507,87738
1420,508,87739
1421,509,87740
1422,510,87741
1423,510,87745
1424,511,87746
1425,511,87747
1426,511,87748
1427,511,87749
1428,511,87750
1429,511,87751
1430,511,87752
1431,512,87753
1432,511,87754
1433,513,87755
1434,511,87756
1435,513,87757
1436,511,87758
1437,513,87759
1438,514,87763
1439,514,87764
1440,514,87765
1441,515,87766
1442,514,87767
1443,515,87768
1444,516,87770
1445,516,87771
1446,516,87772
1447,516,87773
1448,517,87784
1449,517,87785
1450,517,87786
1451,517,87787
1452,521,87804
1453,521,87806
1454,521,87807
1455,521,87809
1456,521,87812
1457,521,87813
1458,521,87814
1459,521,87816
1460,521,87818
1461,521,87820
1462,521,87821
1463,521,87822
1464,521,87823
1465,521,87825
1466,521,87826
1467,522,87828
1468,522,87829
1469,522,87830
1470,523,87832
1471,523,87833
1472,523,87834
1473,523,87835
1474,524,87849
1475,526,87850
1476,526,87851
1477,527,87852
1478,527,87853
1479,530,87865
1480,524,87871
1481,539,87925
1482,539,87926
1483,539,87927
1484,540,87935
1485,540,87936
1486,541,87938
1487,541,87939
1488,541,87940
1489,541,87941
1490,541,87942
1491,542,87946
1492,542,87947
1493,543,87954
1494,543,87955
1495,543,87956
1496,543,87957
1497,543,87958
1498,543,87959
1499,543,87960
1500,543,87962
1501,543,87963
1502,543,87964
1503,545,87968
1504,546,87969
1505,546,87970
1506,545,87971
1507,543,87975
1508,547,87984
1509,547,87985
1510,547,87986
1511,548,87987
1512,548,87992
1513,548,87993
1514,548,87994
1515,548,87995
1516,548,87996
1517,548,87997
1518,548,87998
1519,549,88001
1520,549,88002
1521,549,88003
1522,550,88005
1523,550,88006
1524,550,88009
1525,551,88010
1526,551,88011
1527,552,88020
1528,552,88022
1529,552,88025
1530,552,88026
1531,554,88074
1532,554,88075
1533,555,88077
1534,555,88078
1535,556,88107
1536,556,88108
1537,557,88119
1538,557,88120
1539,557,88121
1540,557,88122
1541,557,88123
1542,557,88124
1543,558,88134
1544,558,88135
1545,559,88151
1546,559,88152
1547,559,88153
1548,560,88181
1549,560,88182
1550,561,88190
1551,561,88191
1552,562,88196
1553,562,88197
1554,563,88199
1555,563,88200
1556,564,88201
1557,564,88202
1558,565,88203
1559,565,88205
1560,565,88207
1561,566,88216
1562,566,88217
1563,566,88219
1564,566,88220
1565,566,88222
1566,566,88225
1567,566,88227
1568,566,88230
1569,566,88233
1570,567,88252
1571,567,88253
1572,568,88268
1573,568,88269
1574,568,88270
1575,568,88271
1576,568,88272
1577,569,88276
1578,569,88277
1579,569,88278
1580,568,88279
1581,570,88282
1582,570,88283
1583,571,88284
1584,571,88285
1585,570,88286
1586,571,88287
1587,570,88288
1588,571,88289
1589,570,88290
1590,571,88291
1591,572,88292
1592,572,88293
1593,572,88294
1594,572,88295
1595,573,88298
1596,573,88299
1597,574,88300
1598,575,88301
1599,574,88302
1600,573,88303
1601,575,88304
1602,574,88305
1603,574,88306
1604,574,88307
1605,576,88308
1606,576,88309
1607,577,88310
1608,577,88311
1609,576,88312
1610,578,88313
1611,578,88314
1612,578,88315
1613,578,88316
1614,579,88318
1615,579,88319
1616,579,88320
1617,580,88321
1618,580,88322
1619,583,88330
1620,583,88332
1621,584,88333
1622,584,88334
1623,583,88335
1624,584,88336
1625,585,88345
1626,585,88346
1627,586,88364
1628,586,88365
1629,587,88366
1630,587,88367
1631,588,88368
1632,589,88371
1633,589,88372
1634,590,88374
1635,590,88375
1636,590,88376
1637,591,88378
1638,591,88379
1639,592,88413
1640,592,88414
1641,595,88434
1642,595,88435
1643,596,88442
1644,596,88443
1645,597,88444
1646,598,88445
1647,597,88446
1648,598,88447
1649,599,88450
1650,600,88452
1651,600,88454
1652,600,88459
1653,600,88467
1654,600,88468
1655,600,88469
1656,599,88471
1657,601,88473
1658,601,88478
1659,602,88480
1660,602,88481
1661,605,88512
1662,605,88513
1663,606,88515
1664,605,88516
1665,606,88518
1666,605,88519
1667,606,88520
1668,606,88521
1669,605,88522
1670,605,88524
1671,605,88525
1672,605,88526
1673,605,88527
1674,605,88528
1675,605,88529
1676,605,88531
1677,605,88532
1678,605,88533
1679,605,88534
1680,605,88535
1681,607,88541
1682,609,88542
1683,609,88544
1684,610,88562
1685,611,88563
1686,610,88564
1687,611,88565
1688,612,88581
1689,612,88582
1690,612,88584
1691,612,88588
1692,613,88624
1693,613,88625
1694,613,88626
1695,614,88630
1696,614,88631
1697,614,88632
1698,615,88635
1699,615,88637
1700,615,88638
1701,615,88639
1702,615,88640
1703,616,88645
1704,616,88646
1705,617,88649
1706,617,88650
1707,618,88655
1708,618,88656
1709,618,88657
1710,618,88658
1711,618,88660
1712,619,88673
1713,619,88674
1714,619,88675
1715,619,88677
1716,619,88679
1717,619,88680
1718,620,88721
1719,620,88722
1720,620,88723
1721,620,88724
1722,620,88728
1723,620,88729
1724,621,88746
1725,621,88747
1726,621,88748
1727,621,88749
1728,623,88796
1729,623,88797
1730,623,88799
1731,623,88801
1732,623,88802
1733,623,88804
1734,623,88805
1735,624,88879
1736,624,88880
1737,624,88881
1738,624,88882
1739,624,88883
1740,624,88884
1741,625,88894
1742,625,88895
1743,625,88896
1744,626,88904
1745,627,88909
1746,627,88910
1747,626,88911
1748,626,88913
1749,627,88914
1750,629,88915
1751,629,88916
1752,629,88917
1753,626,88919
1754,629,88920
1755,629,88921
1756,627,88922
1757,627,88923
1758,631,88940
1759,631,88942
1760,631,88943
1761,631,88945
1762,632,88946
1763,632,88947
1764,633,88989
1765,633,88990
1766,633,88991
1767,633,88992
1768,633,88993
1769,634,88995
1770,634,88996
1771,634,88997
1772,634,88998
1773,635,89000
1774,635,89001
1775,636,89007
1776,636,89008
1777,636,89009
1778,636,89010
1779,636,89011
1780,636,89012
1781,636,89013
1782,637,89014
1783,637,89015
1784,637,89016
1785,637,89017
1786,638,89030
1787,638,89031
1788,638,89032
1789,638,89036
1790,639,89037
1791,639,89038
1792,639,89040
1793,639,89041
1794,639,89042
1795,641,89048
1796,641,89049
1797,641,89050
1798,641,89051
1799,641,89053
1800,642,89065
1801,642,89066
1802,643,89073
1803,643,89074
1804,644,89082
1805,644,89083
1806,644,89084
1807,644,89085
1808,645,89086
1809,645,89087
1810,646,89091
1811,646,89092
1812,646,89093
1813,646,89094
1814,646,89095
1815,646,89096
1816,646,89097
1817,646,89098
1818,646,89099
1819,646,89100
1820,648,89126
1821,648,89127
1822,648,89129
1823,648,89130
1824,648,89131
1825,649,89134
1826,649,89135
1827,649,89136
1828,649,89138
1829,650,89140
1830,650,89141
1831,650,89142
1832,650,89143
1833,651,89144
1834,651,89145
1835,651,89146
1836,653,89148
1837,654,89149
1838,654,89153
1839,653,89154
1840,653,89156
1841,654,89157
1842,655,89160
1843,655,89161
1844,656,89164
1845,656,89166
1846,656,89167
1847,656,89168
1848,657,89169
1849,657,89172
1850,658,89177
1851,658,89179
1852,658,89180
1853,659,89182
1854,659,89183
1855,660,89184
1856,660,89185
1857,661,89186
1858,661,89187
1859,662,89191
1860,662,89192
1861,663,89194
1862,663,89197
1863,663,89199
1864,664,89200
1865,664,89201
1866,665,89204
1867,665,89206
1868,666,89227
1869,666,89228
1870,666,89229
1871,667,89231
1872,667,89233
1873,667,89234
1874,667,89235
1875,668,89245
1876,668,89246
1877,668,89248
1878,668,89249
1879,670,89277
1880,670,89278
1881,670,89279
1882,670,89280
1883,670,89281
1884,670,89284
1885,671,89286
1886,671,89287
1887,671,89288
1888,671,89289
1889,672,89303
1890,672,89304
1891,672,89305
1892,672,89306
1893,672,89307
1894,672,89309
1895,672,89313
1896,673,89315
1897,673,89316
1898,673,89317
1899,673,89318
1900,674,89325
1901,674,89326
1902,675,89333
1903,675,89334
1904,676,89375
1905,676,89377
1906,677,89391
1907,677,89392
1908,677,89393
1909,677,89395
