"ID","EventId","VehId"
239,511,308
240,511,309
241,514,310
242,517,311
243,521,312
244,522,313
245,522,314
246,530,315
247,539,316
248,541,317
249,542,318
250,557,323
251,558,325
252,567,326
253,568,327
254,568,328
255,569,329
256,570,330
257,571,331
258,573,332
259,573,333
260,576,334
261,579,335
262,584,336
263,586,337
264,586,338
265,587,339
266,590,340
267,595,341
268,606,342
269,607,343
270,612,344
271,613,345
272,614,346
273,618,347
274,618,348
275,620,349
276,621,350
277,623,353
278,624,356
279,625,357
280,629,358
281,633,359
282,634,360
283,636,361
284,637,362
285,639,363
286,644,364
287,644,365
288,646,366
289,649,367
290,650,368
291,650,369
292,651,370
293,666,371
294,667,372
295,668,373
296,670,374
297,670,375
298,671,376
299,671,377
300,672,378
301,672,379
302,673,380
303,677,381
304,679,382
305,680,383
306,680,384
307,683,385
308,688,389
309,689,390
310,693,391
311,693,392
312,695,393
313,694,391
314,694,394
315,705,395
316,707,396
317,709,397
318,733,398
319,736,399
320,737,400
321,738,401
322,739,402
323,738,403
324,737,404
325,741,405
326,738,406
327,744,407
328,738,408
329,745,409
330,746,410
331,741,411
332,748,412
333,749,413
334,737,414
335,743,415
336,741,416
337,750,417
338,737,418
339,741,419
340,738,420
341,738,421
342,752,422
343,753,423
344,754,424
345,754,425
346,755,426
347,756,427
348,759,428
349,761,429
350,763,430
351,763,431
352,765,432
353,766,433
354,768,434
355,769,435
356,770,436
357,775,437
358,776,438
359,777,439
360,778,440
361,778,351
362,779,441
363,780,442
364,783,443
365,784,444
366,785,445
367,786,446
368,787,447
369,816,448
370,817,449
371,821,450
372,825,451
373,824,452
374,826,453
375,828,454
376,832,455
377,834,456
378,835,457
379,836,458
380,837,459
381,838,460
382,839,461
383,840,462
384,844,463
385,845,464
386,846,465
387,847,466
388,849,467
389,852,468
390,853,469
391,855,470
392,856,471
393,860,472
394,862,473
395,862,474
396,864,475
397,864,476
398,865,476
399,857,477
400,866,478
401,867,479
402,868,480
403,870,481
404,870,482
405,871,483
406,876,485
407,758,486
408,878,487
409,880,488
410,882,489
411,883,490
412,890,491
413,890,492
414,891,493
415,891,494
416,892,495
417,894,496
418,912,497
419,912,498
420,913,499
421,913,500
422,914,501
423,916,503
424,917,504
425,918,505
426,918,506
427,921,507
428,922,508
429,922,509
430,923,510
431,925,511
432,926,512
433,927,513
434,935,516
435,940,517
436,955,518
437,957,519
438,958,520
439,967,521
440,969,522
441,970,523
442,972,524
443,974,525
444,977,526
445,978,527
446,979,528
447,979,529
448,980,530
449,981,531
450,982,532
451,984,533
452,985,534
453,988,535
454,988,536
455,988,537
456,991,538
457,995,539
458,993,540
459,993,541
460,992,542
461,1010,543
462,1012,544
463,1013,545
464,1015,546
465,1018,547
466,1020,548
467,1021,549
468,1021,550
469,1021,551
470,1022,552
471,1024,553
472,1024,554
473,1026,555
474,1027,556
475,1028,557
476,1028,558
477,1029,559
478,1030,560
479,1031,561
480,1032,559
481,1033,562
482,1034,563
483,1034,564
484,1035,565
485,1033,566
486,1039,567
487,1040,568
488,1041,569
489,1044,570
490,1045,571
491,1065,572
492,1069,573
493,1071,574
494,1072,575
495,1073,576
496,1074,577
497,1075,578
498,1076,579
499,1078,580
500,1080,581
501,1084,583
502,1090,585
503,1092,586
504,1103,589
505,1104,590
506,1108,592
507,1108,593
508,1108,594
509,1109,595
510,1111,596
511,1112,597
512,1113,598
513,1121,599
514,1123,600
515,1126,601
516,1127,602
517,1128,603
518,1134,604
519,1135,605
520,1138,606
521,1139,607
522,1141,608
523,1142,609
524,1143,610
525,1146,611
526,1148,612
527,1150,613
528,1152,614
529,1154,615
530,1155,616
531,1158,617
532,1159,618
533,1161,619
534,1168,620
535,1172,621
536,1175,622
537,1176,623
538,1176,624
539,1180,625
540,1181,615
541,1184,626
542,1185,627
543,1187,628
544,1188,630
545,1193,631
546,1194,632
547,1195,633
548,1195,634
549,1198,636
550,1198,637
551,1199,638
552,1198,639
553,1200,640
554,1201,641
555,1202,642
556,1202,641
557,1204,643
558,1206,644
559,1208,645
560,1210,646
561,1213,647
562,1213,648
563,1215,649
564,1215,650
565,1216,651
566,1218,652
567,1219,653
568,1220,654
569,1227,655
570,1227,656
571,1229,657
572,1231,658
573,1230,659
574,1233,661
575,1236,662
576,1236,663
577,1236,664
578,1242,665
579,1242,666
580,1241,665
581,1243,667
582,1266,668
583,1264,669
584,1272,672
585,1273,673
586,1274,675
587,1274,677
588,1274,678
589,1274,679
590,1274,680
591,1276,681
592,1279,682
593,1280,683
594,1283,684
595,1283,685
596,1284,686
597,1288,687
598,1289,688
599,1292,689
600,1293,690
601,1294,691
602,1294,692
603,1296,693
604,1298,694
605,1299,695
606,1301,696
607,1303,697
608,1304,698
609,1304,699
610,1304,700
611,1304,701
612,1304,702
613,1305,703
614,1305,704
615,1305,705
616,1307,706
617,1309,707
618,1313,708
619,1326,709
620,1328,710
621,1329,711
622,1330,712
623,1334,714
624,1334,713
625,1336,715
626,1339,716
627,1345,720
628,1346,721
629,1347,722
630,1348,723
631,1349,724
632,1381,727
633,1381,728
634,1381,729
635,1382,730
636,1383,731
637,1384,732
638,1385,733
639,1387,734
640,1388,735
641,1389,736
642,1391,737
643,1392,738
644,1393,739
645,1397,740
646,1400,741
647,1407,742
648,1411,743
649,1413,744
650,1418,745
651,1421,746
652,1420,747
653,1422,748
654,1423,749
655,1424,750
656,1428,751
657,1429,753
658,1431,754
659,1433,755
660,1441,756
661,1449,757
662,1452,758
663,1453,759
664,1454,760
665,1458,761
666,1459,762
667,1460,763
668,1460,764
669,1461,765
670,1462,766
671,1464,767
672,1468,768
673,1468,769
674,1467,770
675,1470,771
676,1470,772
677,1471,772
678,1471,773
679,1472,773
680,1534,775
681,1535,776
682,1538,778
683,1538,777
684,1537,779
685,1540,780
686,1542,781
687,1541,782
688,1543,783
689,1545,784
690,1546,785
691,1547,786
692,1548,787
693,1550,788
694,1551,789
695,1551,790
696,1553,791
697,1554,792
698,1554,793
699,1556,794
700,1557,795
701,1558,796
702,1559,797
703,1561,798
704,1561,799
705,1562,800
706,1563,801
707,1564,802
708,1565,803
709,1566,804
710,1566,805
711,1566,806
712,1567,807
713,1569,808
714,1571,809
715,1573,810
716,1575,811
717,1578,812
718,1582,813
719,1581,814
720,1583,815
721,1583,816
722,1584,818
723,1585,819
724,1590,821
725,1599,822
726,1600,823
727,1605,824
728,1607,825
729,1608,826
730,1609,827
731,1610,828
732,1610,829
733,1612,830
734,1613,831
735,1615,834
736,1615,835
737,1614,836
738,1614,833
739,1617,838
740,1618,839
741,1619,840
742,1621,841
743,1620,842
744,1622,843
745,1624,844
746,1626,845
747,1630,846
748,1631,847
749,1632,848
750,1636,849
751,1641,851
752,1639,852
753,1643,851
754,1650,853
755,1662,854
756,1665,855
757,1666,856
758,1671,857
759,1673,858
760,1679,859
761,1682,860
762,1674,861
763,1694,862
764,1701,863
765,1705,864
766,1706,865
767,1706,866
768,1709,867
769,1708,868
770,1708,869
771,1712,870
772,1712,871
773,1713,872
774,1715,873
775,1716,874
776,1717,875
777,1717,876
778,1717,877
779,1719,878
780,1719,879
781,1721,880
782,1720,881
783,1723,882
784,1727,883
785,1734,885
786,1737,886
787,1741,887
788,1740,888
789,1742,889
790,1743,890
791,1746,891
792,1746,892
793,1746,893
794,1746,894
795,1750,895
796,1753,896
797,1753,897
798,1755,898
799,1755,899
800,1757,900
801,1757,901
802,1759,902
803,1760,903
804,1761,904
805,1762,905
806,1764,906
807,1765,907
808,1767,908
809,1766,909
810,1766,910
811,1769,912
812,1797,913
813,1797,914
814,1797,915
815,1797,916
816,1797,917
817,1804,918
818,1804,919
819,1802,920
820,1804,921
821,1803,922
822,1804,923
823,1803,924
824,1802,925
825,1804,926
826,1803,927
827,1798,928
828,1805,928
829,1804,929
830,1802,930
831,1804,931
832,1806,930
833,1804,932
834,1804,933
835,1803,934
836,1804,935
837,1804,936
838,1804,937
839,1806,939
840,1809,939
841,1804,940
842,1812,943
843,1814,946
844,1803,945
845,1803,947
846,1815,949
847,1816,950
848,1818,951
849,1819,952
850,1813,944
851,1821,954
852,1824,955
853,1825,957
854,1827,958
855,1828,955
856,1830,955
857,1831,959
858,1833,960
859,1835,961
860,1840,962
861,1847,964
862,1849,965
863,1850,966
864,1883,967
865,1885,968
866,1889,969
867,1891,970
868,1894,971
869,1896,972
870,1897,973
871,1898,974
872,1899,975
873,1902,976
874,1923,978
875,1923,979
876,1925,980
877,1927,981
878,1924,982
879,1928,983
880,1929,984
881,1935,987
882,1935,988
883,1938,989
884,1938,990
885,1940,991
886,1942,992
887,1943,993
888,1944,995
889,1947,996
890,1947,997
891,1946,998
892,1950,999
893,1952,1000
894,1955,1001
895,1956,1003
896,1957,1004
897,1957,1005
898,1957,1006
899,1959,1007
900,1959,1009
901,1959,1010
902,1962,1011
903,1958,1012
904,1958,1013
905,1959,1014
906,1963,1015
907,1970,1016
908,1973,1017
909,1974,1018
910,1975,1019
911,1981,1020
912,1985,1021
913,1985,1022
914,1987,1023
915,1988,1025
916,1989,1026
917,1990,1027
918,1994,1028
919,1997,1029
920,1992,1030
921,1994,1031
922,1992,1032
923,1994,1032
924,1994,1033
925,1992,1034
926,1999,1035
927,1994,1036
928,1995,1037
929,2000,1038
930,2000,1039
931,1992,1040
932,2001,1041
933,2002,1042
934,2003,1043
935,2000,1043
936,1994,1044
937,2004,1043
938,1999,1044
939,1994,1045
940,2005,1046
941,2008,1047
942,1995,1048
943,2009,1049
944,2010,1050
945,2010,1051
946,2012,1052
947,2013,1053
948,2013,1054
949,2015,1055
950,2011,1056
951,2016,1057
952,2019,1058
953,2020,1059
954,2021,1060
955,2024,1061
956,2031,1062
957,2035,1063
958,2046,1064
959,2047,1065
960,2049,1066
961,2050,1067
962,2077,1068
963,2081,1069
964,2082,1070
965,2083,1071
966,2082,1071
967,2085,1072
968,2085,1073
969,2086,1074
970,2087,1075
971,2088,1076
972,2089,1077
973,2090,1078
974,2093,1079
975,2093,1080
976,2095,1094
977,2095,1095
978,2096,1096
979,2096,1097
980,2098,1098
981,2098,1099
982,2099,1100
983,2100,1101
984,2103,1104
985,2104,1103
986,2104,1102
987,2105,1105
988,2107,1106
989,2108,1107
990,2109,1108
991,2108,1108
992,2115,1109
993,2116,1110
994,2120,1111
995,2121,1112
996,2124,1114
997,2127,1115
998,2129,1116
999,2130,1117
1000,2134,1118
1001,2137,1119
1002,2138,1120
1003,2139,1121
1004,2140,1122
1005,2143,1123
1006,2142,1124
1007,2142,1125
1008,2144,1126
1009,2141,1127
1010,2141,1128
1011,2142,1129
1012,2142,1130
1013,2146,1131
1014,2142,1132
1015,2145,1133
1016,2141,1134
1017,2145,1130
1018,2142,1135
1019,2141,1136
1020,2142,1137
1021,2142,1138
1022,2142,1140
1023,2147,1139
1024,2141,1141
1025,2148,1141
1026,2142,1142
1027,2142,1143
1028,2142,1144
1029,2149,1145
1030,2155,1146
1031,2154,1147
1032,2157,1148
1033,2158,1149
1034,2159,1150
1035,2160,1151
1036,2161,1152
1037,2162,1153
1038,2170,1154
1039,2182,1155
1040,2184,1156
1041,2187,1157
1042,2186,1158
1043,2186,1159
1044,2185,1160
1045,2189,1161
1046,2192,1162
1047,2193,1163
1048,2196,1165
1049,2197,1166
1050,2198,1168
1051,2199,1169
1052,2200,1170
1053,2201,1170
1054,2204,1171
1055,2206,1172
1056,2208,1173
1057,2208,1174
1058,2209,1175
1059,2210,1176
1060,2212,1177
1061,2214,1178
1062,2214,1179
1063,2216,1180
1064,2211,1181
1065,2217,1182
1066,2218,1183
1067,2222,1185
1068,2221,1186
1069,2223,1187
1070,2223,1188
1071,2224,1189
1072,2224,984
1073,2225,1190
1074,2228,1191
1075,2231,1192
1076,2233,1193
1077,2236,1194
1078,2237,1195
1079,2241,1196
1080,2247,1197
1081,2247,1198
1082,2248,1199
1083,2249,1200
1084,2251,1201
1085,2254,1202
1086,2254,1203
1087,2254,1204
1088,2254,1205
1089,2254,1206
1090,2255,1207
1091,2260,1208
1092,2261,1209
1093,2265,1210
1094,2267,1211
1095,2268,1212
1096,2270,1213
1097,2271,1214
1098,2275,1215
1099,2279,1216
1100,2293,1217
1101,2293,1218
1102,2294,1219
1103,2296,1220
1104,2297,1221
1105,2298,1222
1106,2300,1223
1107,2302,1224
1108,2307,1225
1109,2308,1226
1110,2310,1227
1111,2314,1228
1112,2314,1229
1113,2315,1230
1114,2316,1231
1115,2318,1232
1116,2319,1233
1117,2322,1234
1118,2317,1235
1119,2334,1236
1120,2337,1237
1121,2340,1238
1122,2340,1239
1123,2342,1240
1124,2343,1241
1125,2344,1242
1126,2349,1243
1127,2351,1244
1128,2351,1245
1129,2352,1246
1130,2356,1247
1131,2357,1248
1132,2367,1251
1133,2369,1252
1134,2370,1253
1135,2376,1255
1136,2374,1255
1137,2378,1256
1138,2381,1257
1139,2386,1258
1140,2387,1259
1141,2390,1260
1142,2391,1261
1143,2391,1262
1144,2392,1263
1145,2392,1264
1146,2394,1265
1147,2395,1266
1148,2396,1267
1149,2396,1268
1150,2396,1269
1151,2396,1270
1152,2398,1271
1153,2398,1272
1154,2399,1273
1155,2399,1274
1156,2402,1275
1157,2403,1276
1158,2403,1277
1159,2403,1278
1160,2406,1279
1161,2408,1280
1162,2409,1282
1163,2410,1283
1164,2411,1284
1165,2413,1285
1166,2415,1250
1167,2417,1286
1168,2421,1288
1169,2422,1289
1170,2422,1290
1171,2424,1293
1172,2424,1294
1173,2425,1295
1174,2426,1296
1175,2426,1297
1176,2427,1298
1177,2427,1299
1178,2428,1296
1179,2431,1300
1180,2430,1300
1181,2432,1301
1182,2433,1302
1183,2433,1303
1184,2437,1304
1185,2439,1305
1186,2434,1306
1187,2435,1307
1188,2445,1308
1189,2449,1309
1190,2452,1310
1191,2458,1311
1192,2459,1312
1193,2459,1313
1194,2462,1314
1195,2462,1315
1196,2463,1316
1197,2466,1317
1198,2467,1318
1199,2470,1319
1200,2472,1320
1201,2476,1321
1202,2481,1322
1203,2488,1323
1204,2490,1324
1205,2499,1325
1206,2499,1326
1207,2502,1327
1208,2503,1328
1209,2505,1329
1210,2508,1330
1211,2514,1331
1212,2516,1332
1213,2519,1333
1214,2522,1334
1215,2522,1335
1216,2523,1336
1217,2529,1337
1218,2529,1338
1219,2530,1339
1220,2531,1340
1221,2535,1341
1222,2537,1342
1223,2536,877
1224,2540,1343
1225,2542,1344
1226,2542,1345
1227,2545,1346
1228,2546,1347
1229,2547,1348
1230,2547,1349
1231,2548,1350
1232,2549,1351
1233,2553,1354
1234,2553,1355
1235,2556,1357
1236,2556,1358
1237,2557,1359
1238,2561,1360
1239,2563,1361
1240,2564,1362
1241,2566,1363
1242,2567,1364
1243,2568,1365
1244,2569,1366
1245,2573,1367
1246,2574,1368
1247,2580,1369
1248,2581,1370
1249,2582,1371
1250,2584,1372
1251,2586,1373
1252,2601,1374
1253,2601,1375
1254,2606,1377
1255,2607,1378
1256,2608,1379
1257,2610,1380
1258,2612,1382
1259,2612,1383
1260,2612,1384
1261,2613,1385
1262,2616,1387
1263,2619,1388
1264,2622,1389
1265,2622,1390
1266,2623,1391
1267,2624,1392
1268,2626,1393
1269,2632,1394
1270,2629,1395
1271,2637,1396
1272,2640,1397
1273,2640,1398
1274,2642,1399
1275,2643,1400
1276,2649,1401
1277,2650,1402
1278,2651,1403
1279,2651,1404
1280,2655,1405
1281,2658,1406
1282,2655,1407
1283,2659,1408
1284,2660,1409
1285,2661,1410
1286,2665,1411
1287,2669,1412
1288,2670,1413
1289,2671,1414
1290,2673,1415
1291,2674,1416
1292,2674,1417
1293,2675,1417
1294,2676,1418
1295,2677,1419
1296,2678,1420
1297,2678,1421
1298,2678,1422
1299,2679,1423
1300,2681,1424
1301,2680,1425
1302,2682,1426
1303,2682,1427
1304,2683,1428
1305,2685,1429
1306,2686,1430
1307,2687,1431
1308,2686,1432
1309,2690,1433
1310,2691,1434
1311,2696,1094
1312,2696,1095
1313,2699,1435
1314,2704,1436
1315,2705,1437
1316,2705,1438
1317,2707,1439
1318,2709,1440
1319,2710,1441
1320,2711,1442
1321,2711,1443
1322,2711,1444
1323,2712,1445
1324,2713,1446
1325,2715,1447
1326,2715,1448
1327,2716,1449
1328,2717,1450
1329,2718,1451
1330,2719,1452
1331,2722,1453
1332,2722,1454
1333,2723,1455
1334,2724,1455
1335,2726,1456
1336,2727,1457
1337,2729,1458
1338,2732,1459
1339,2733,1460
1340,2734,1461
1341,2743,1462
1342,2747,1463
1343,2748,1464
1344,2749,1465
1345,2749,1466
1346,2750,1467
1347,2752,1468
1348,2754,1469
1349,2755,1470
1350,2755,1471
1351,2755,1472
1352,2757,1473
1353,2757,1474
1354,2758,1475
1355,2759,1476
1356,2762,1477
1357,2763,1478
1358,2767,1479
1359,2767,1480
1360,2769,1481
1361,2769,1482
1362,2770,1482
1363,2771,1483
1364,2772,1484
1365,2773,1485
1366,2778,1486
1367,2780,1487
1368,2782,1488
1369,2783,1489
1370,2784,1490
1371,2785,1491
1372,2787,1492
1373,2788,1493
1374,2794,1494
1375,2798,1496
1376,2797,1495
1377,2799,1497
1378,2799,1498
1379,2799,1501
1380,2803,1502
1381,2803,1503
1382,2804,1504
1383,2806,1505
1384,2807,1506
1385,2809,1507
1386,2808,1508
1387,2811,1508
1388,2808,1509
1389,2808,1510
1390,2815,1511
1391,2815,1512
1392,2817,1516
1393,2816,1517
1394,2819,1518
1395,2820,1519
1396,2824,1520
1397,2825,1521
1398,2825,1522
1399,2823,1523
1400,2828,1524
1401,2829,1526
1402,2827,1527
1403,2830,1527
1404,2830,1528
1405,2832,1529
1406,2836,1530
1407,2840,1531
1408,2846,1532
1409,2847,1533
1410,2851,1534
1411,2853,1293
1412,2855,1535
1413,2857,1536
1414,2858,1537
1415,2859,1538
1416,2860,1539
1417,2865,1540
1418,2866,1541
1419,2866,1542
1420,2866,1543
1421,2866,1544
1422,2867,1545
1423,2873,1546
1424,2875,1547
1425,2876,1548
1426,2877,1549
1427,2880,1550
1428,2881,1551
1429,2882,1552
1430,2887,1553
1431,2899,1554
1432,2899,1555
1433,2902,1556
1434,2902,1557
1435,2902,1558
1436,2903,1559
1437,2904,1560
1438,2911,1561
1439,2913,1562
1440,2915,1563
1441,2916,1564
1442,2917,1565
1443,2918,1566
1444,2920,1567
1445,2921,1568
1446,2925,1569
1447,2925,1570
1448,2926,1571
1449,2926,1572
1450,2926,1573
1451,2926,1507
1452,2928,1574
1453,2930,1575
1454,2933,1576
1455,2934,1577
1456,2939,1578
1457,2940,1579
1458,2940,1580
1459,2941,1579
1460,2954,1581
1461,2956,1582
1462,2957,1583
1463,2959,1584
1464,2955,1585
1465,2964,1586
1466,2966,1587
1467,2968,1588
1468,2969,1589
1469,2961,1590
1470,2962,1591
1471,2970,1592
1472,2975,1593
1473,2976,1594
1474,2978,1595
1475,2979,1596
1476,2980,1597
1477,2981,1598
1478,2983,1599
1479,2984,1600
1480,2985,1601
1481,2986,1603
1482,2987,1604
1483,2988,1605
1484,2988,1606
1485,2989,1607
1486,2990,1608
1487,2991,1609
1488,2992,1610
1489,2993,1611
1490,2994,1612
1491,2995,1613
1492,2996,1614
1493,2997,1615
1494,2998,1616
1495,2999,1617
1496,3000,1618
1497,3001,1619
1498,3003,1620
1499,3004,1621
1500,3005,1622
1501,3008,1623
1502,3010,1624
1503,3011,1625
1504,3012,1626
1505,3014,1627
1506,3015,1628
1507,3019,1629
1508,3020,1630
1509,3021,1631
1510,3022,1632
1511,3023,1633
1512,3025,1634
1513,3026,1635
1514,3028,1636
1515,3029,1637
1516,3032,1638
1517,3033,1639
1518,3035,1640
1519,3033,1641
1520,3037,1642
1521,3038,1643
1522,3040,1644
1523,3043,1645
1524,3045,1646
1525,3049,1647
1526,3050,1648
1527,3051,1649
1528,3052,1650
1529,3052,1651
1530,3054,1652
1531,3057,1653
1532,3058,1654
1533,3059,1655
1534,3062,1656
1535,3064,1657
1536,3068,1658
1537,3069,1659
1538,3071,1660
1539,3073,1661
1540,3075,1662
1541,3076,1663
1542,3077,1664
1543,3076,1665
1544,3080,1666
1545,3080,1667
1546,3081,1668
1547,3083,1669
1548,3085,1670
1549,3085,1671
1550,3086,1672
1551,3090,1674
1552,3091,1675
1553,3092,1676
1554,3093,1677
1555,3095,1678
1556,3095,1679
1557,3098,1680
1558,3101,1681
1559,3101,1682
1560,3101,1683
1561,3105,1684
1562,3105,1685
1563,3108,1686
1564,3110,1687
1565,3110,1688
1566,3113,1689
1567,3116,1690
1568,3117,1691
1569,3118,1692
1570,3119,1693
1571,3119,1694
1572,3121,1695
1573,3122,1697
1574,3123,1698
1575,3124,1699
1576,3126,1700
1577,3127,1701
1578,3130,1702
1579,3130,1703
1580,3130,1704
1581,3131,1705
1582,3133,1706
1583,3130,1707
1584,3139,1708
1585,3147,1713
1586,3149,1714
1587,3152,1715
1588,3153,1716
1589,3158,1717
1590,3159,1718
1591,3159,1719
1592,3161,1720
1593,3161,1721
1594,3162,1722
1595,3165,1723
1596,3165,1724
1597,3169,1725
1598,3174,1726
1599,3176,1727
1600,3179,1728
1601,3183,1729
1602,3185,1730
1603,3186,1731
1604,3188,1732
1605,3191,1733
1606,3192,1734
1607,3199,1735
1608,3200,1736
1609,3200,1737
1610,3201,1738
1611,3204,1739
1612,3205,1740
1613,3195,1741
1614,3208,1742
1615,3211,1743
1616,3213,1744
1617,3213,1720
1618,3220,1745
1619,3220,1746
1620,3222,1747
1621,3224,1748
1622,3225,1749
1623,3226,1750
1624,3227,1751
1625,3230,1753
1626,3230,1754
1627,3231,1755
1628,3237,1756
1629,3238,1757
1630,3238,1758
1631,3238,1759
1632,3239,1761
1633,3240,1763
1634,3241,1764
1635,3242,1765
1636,3243,1766
